title,recipe_link,img_link,ingredients,yield,nutrients,region,meal_type,subregion,total_calories,total_protein,total_fat,total_carb
Italian Style Chili,https://www.allrecipes.com/recipe/77955/italian-style-chili/,https://www.allrecipes.com/thmb/25-eY6x5icoxovEjEI-bAzCFcBc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/32811-db849d39c37548d495bd16b1044bbce5.jpg,"['1 pound lean ground beef', '0.75 cup chopped onion', '1 (26 ounce) jar three cheese spaghetti sauce', '1.5 cups water', '2 teaspoons sugar', '1 (14.5 ounce) can diced tomatoes', '1 (4 ounce) can sliced mushrooms', '2 ounces sliced pepperoni', '1 tablespoon beef bouillon', '1 tablespoon chili powder', '1 (14.5 ounce) can kidney beans, drained and rinsed', '1 cup shredded Cheddar cheese, for garnish']",6 servings,"{'calories': '489 kcal', 'carbohydrateContent': '35 g', 'cholesterolContent': '82 mg', 'fiberContent': '9 g', 'proteinContent': '28 g', 'saturatedFatContent': '11 g', 'sodiumContent': '1407 mg', 'sugarContent': '15 g', 'fatContent': '26 g', 'unsaturatedFatContent': '0 g'}",european,soups_and_stews,italian,4023.47,257.25,192.76,317.06
Italian Taco Salad,https://www.allrecipes.com/recipe/24362/italian-taco-salad/,https://www.allrecipes.com/thmb/_F0UjLZfx5FEKv-PaGzrPGoACT4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4560506-f9f2868304344160987214d38f10d1b8.jpg,"['1 pound ground beef', '3 cups crushed tortilla chips', '2 cups shredded mozzarella cheese', '2 cups shredded Cheddar cheese', '1 (10 ounce) package mixed salad greens', '1 (8 ounce) bottle zesty Italian dressing']",6 servings,"{'calories': '610 kcal', 'carbohydrateContent': '14 g', 'cholesterolContent': '110 mg', 'fiberContent': '2 g', 'proteinContent': '33 g', 'saturatedFatContent': '18 g', 'sodiumContent': '1186 mg', 'sugarContent': '3 g', 'fatContent': '47 g', 'unsaturatedFatContent': '0 g'}",usa,salad,state_ca,3733.71,226.66,256.34,127.43
Italian Tomato Cucumber Salad,https://www.allrecipes.com/recipe/222929/italian-tomato-cucumber-salad/,https://www.allrecipes.com/thmb/UvvFSpLHwuJoXh7e-lKA7ET0Evg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3858760-b3bef00c757946a49bb93116f15bb478.jpg,"['4 tomatoes on the vine, cored and chopped', '0.5 red onion, thinly sliced', '0.5 seedless English cucumber, chopped', '3 tablespoons extra-virgin olive oil, or more if needed', '1 tablespoon chopped fresh oregano', 'salt and ground black pepper to taste']",4 servings,"{'calories': '128 kcal', 'carbohydrateContent': '8 g', 'fiberContent': '2 g', 'proteinContent': '2 g', 'saturatedFatContent': '2 g', 'sodiumContent': '9 mg', 'sugarContent': '5 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",european,salad,italian,425.3,2.8,41.07,15.52
Italian Vegetable Soup,https://www.allrecipes.com/recipe/13028/italian-vegetable-soup/,https://www.allrecipes.com/thmb/EPNv3fug2Awxk0iGVwbXVTC4Ybw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1125360-italian-vegetable-soup-1Baker2Baker-1x1-1-7a604e530d824be4b473b707335cbd28.jpg,"['1 pound ground beef', '1 cup chopped onion', '1 cup chopped celery', '1 cup chopped carrots', '2 cloves garlic, minced', '1 (14.5 ounce) can peeled and diced tomatoes', '1 (15 ounce) can tomato sauce', '2 (19 ounce) cans kidney beans, drained and rinsed', '2 cups water', '5 teaspoons beef bouillon granules', '1 tablespoon dried parsley', '0.5 teaspoon dried oregano', '0.5 teaspoon dried basil', '2 cups chopped cabbage', '1 (15.25 ounce) can whole kernel corn', '1 (15 ounce) can green beans', '1 cup macaroni']",8 servings,"{'calories': '441 kcal', 'carbohydrateContent': '53 g', 'cholesterolContent': '48 mg', 'fiberContent': '13 g', 'proteinContent': '22 g', 'saturatedFatContent': '6 g', 'sodiumContent': '1295 mg', 'sugarContent': '9 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",european,soups_and_stews,italian,3340.69,242.14,96.43,397.42
Italian Vegetable Soup,https://www.allrecipes.com/recipe/13028/italian-vegetable-soup/,https://www.allrecipes.com/thmb/EPNv3fug2Awxk0iGVwbXVTC4Ybw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1125360-italian-vegetable-soup-1Baker2Baker-1x1-1-7a604e530d824be4b473b707335cbd28.jpg,"['1 pound ground beef', '1 cup chopped onion', '1 cup chopped celery', '1 cup chopped carrots', '2 cloves garlic, minced', '1 (14.5 ounce) can peeled and diced tomatoes', '1 (15 ounce) can tomato sauce', '2 (19 ounce) cans kidney beans, drained and rinsed', '2 cups water', '5 teaspoons beef bouillon granules', '1 tablespoon dried parsley', '0.5 teaspoon dried oregano', '0.5 teaspoon dried basil', '2 cups chopped cabbage', '1 (15.25 ounce) can whole kernel corn', '1 (15 ounce) can green beans', '1 cup macaroni']",8 servings,"{'calories': '441 kcal', 'carbohydrateContent': '53 g', 'cholesterolContent': '48 mg', 'fiberContent': '13 g', 'proteinContent': '22 g', 'saturatedFatContent': '6 g', 'sodiumContent': '1295 mg', 'sugarContent': '9 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",usa,soups_and_stews,jewish,3340.69,242.14,96.43,397.42
Italian Wedding Cake Martini,https://www.allrecipes.com/recipe/153829/italian-wedding-cake-martini/,https://www.allrecipes.com/thmb/j21Z8Jzb8TZeEhpR4iso7ze29Po=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/69992-f15232c506974ec4bcc8d17796e9c3a8.jpg,"['2 fluid ounces vanilla vodka', '1 fluid ounce cranberry juice', '1 fluid ounce pineapple juice', '0.5 fluid ounce amaretto (almond flavored liqueur)', '0.5 fluid ounce white creme de cacao']",1 serving,{},european,drinks,italian,371.62,0.51,0.91,37.04
Italian Wedding Cookies,https://www.allrecipes.com/recipe/10431/italian-wedding-cookies-iii/,https://www.allrecipes.com/thmb/qR2SeG-kCPTWSxaX-9Mg5QhhnG4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Italian-Wedding-Cookies-1x1-2-2000-1582c3cb64df4f46bbc516179cdbfc6d.jpg,"['1.5 cups unsalted butter', ""0.75 cup confectioners' sugar"", '0.75 teaspoon salt', '1.5 cups finely ground almonds', '4.5 teaspoons vanilla extract', '3 cups sifted all-purpose flour', ""0.33333334326744 cup confectioners' sugar for rolling""]",80 servings,"{'calories': '70 kcal', 'carbohydrateContent': '6 g', 'cholesterolContent': '9 mg', 'fiberContent': '0 g', 'proteinContent': '1 g', 'saturatedFatContent': '2 g', 'sodiumContent': '19 mg', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",european,dessert,italian,5561.97,85.03,388.63,450.82
Italian Wedding Soup,https://www.allrecipes.com/recipe/13024/italian-wedding-soup-i/,https://www.allrecipes.com/thmb/lVXEK8LobV877Z8aleVwYUJNFvc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/13024-ItalianWeddingSoup-1-mfs-2X3-1026-4104b604a46e43f78863697d54d15870.jpg,"['0.5 pound extra-lean ground beef', '1 large egg, lightly beaten', '2 tablespoons dry bread crumbs', '1 tablespoon grated Parmesan cheese', '0.5 teaspoon dried basil', '0.5 teaspoon onion powder', '5.75 cups chicken broth', '2 cups thinly sliced escarole', '1 cup uncooked orzo pasta', '0.33333334326744 cup finely chopped carrot']",4 servings,"{'calories': '416 kcal', 'carbohydrateContent': '43 g', 'cholesterolContent': '87 mg', 'fiberContent': '3 g', 'proteinContent': '27 g', 'saturatedFatContent': '5 g', 'sodiumContent': '1211 mg', 'sugarContent': '4 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",european,"main,soups_and_stews",italian,1552.97,119.3,26.52,201.14
Italian White Bean and Sausage Stew,https://www.allrecipes.com/recipe/279875/italian-white-bean-and-sausage-stew/,https://www.allrecipes.com/thmb/Ang4gBpcZqNLDbh1LRWrPxoFU3s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8016927-413f2748d0254e27a1acfe7a70c91fe4.jpg,"['1.5 cups dry cannellini beans', '4 (6 ounce) Italian sausage links with garlic and fennel', '1 cup chopped yellow onion', '0.33333334326744 cup dry white wine', '1 teaspoon freshly ground black pepper', '0.25 teaspoon red pepper flakes', '1 bay leaf', '6 cups water, or to taste', '1 teaspoon salt, plus more to taste', '4 cups chopped kale', '1 tablespoon extra-virgin olive oil, or to taste', '6 tablespoons grated Parmigiano-Reggiano cheese, or to taste', '6 pinches red pepper flakes']",6 servings,"{'calories': '669 kcal', 'carbohydrateContent': '43 g', 'cholesterolContent': '75 mg', 'fiberContent': '2 g', 'proteinContent': '36 g', 'saturatedFatContent': '13 g', 'sodiumContent': '1989 mg', 'sugarContent': '3 g', 'fatContent': '39 g', 'unsaturatedFatContent': '0 g'}",european,soups_and_stews,italian,3959.74,225.09,214.29,279.95
Italian Zucchini Sauté,https://www.allrecipes.com/recipe/88901/italian-zucchini-saute/,https://www.allrecipes.com/thmb/-3Ld1BJrPcn8J66kU99djOYZn4M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/28479-17bcc7f116a54d5eb961e439c4a489b2.jpg,"['0.5 cup olive oil', '1 small white onion, sliced into thin wedges', '1 (14.5 ounce) can diced tomatoes, undrained', '2 medium zucchini, sliced', '1 tablespoon salt', '1.5 teaspoons Italian seasoning', '1 teaspoon sugar']",4 servings,"{'calories': '288 kcal', 'carbohydrateContent': '10 g', 'fiberContent': '3 g', 'proteinContent': '2 g', 'saturatedFatContent': '4 g', 'sodiumContent': '1915 mg', 'sugarContent': '6 g', 'fatContent': '27 g', 'unsaturatedFatContent': '0 g'}",european,side,italian,1131.87,9.02,110.78,37.21
Italian-Style Bruschetta,https://www.allrecipes.com/recipe/244217/italian-style-bruschetta/,https://www.allrecipes.com/thmb/Z6xKTK2s80RaEKCBKjRiyt6AmBA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2373114-bc95cf6edd6e4224861b0bd3fa755e85.jpg,"['1.5 pounds plum tomatoes, seeded and cut into small dice', '0.25 cup chopped fresh basil', '6 tablespoons extra-virgin olive oil, divided', '2 tablespoons finely chopped red onion', '2 large cloves garlic, minced', '2 teaspoons red wine vinegar', 'freshly ground black pepper to taste', '1 French baguette, cut into 1/2-inch thick slices', '1 tablespoon high-quality balsamic vinegar, or to taste']",8 servings,"{'calories': '234 kcal', 'carbohydrateContent': '29 g', 'fiberContent': '2 g', 'proteinContent': '6 g', 'saturatedFatContent': '2 g', 'sodiumContent': '281 mg', 'sugarContent': '4 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",european,appetizer,italian,1765.51,42.24,90.42,203.96
Italian-Style Mushrooms and Spinach,https://www.allrecipes.com/recipe/34785/mushrooms-and-spinach-italian-style/,https://www.allrecipes.com/thmb/JK_rehPkjhZAICX6FmgMrBvlOWg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5131325-mushrooms-and-spinach-italian-style-AllrecipesPhoto-4x3-1-0797af98a497458abf1c454eab7815db.jpg,"['4 tablespoons olive oil', '1 small onion, chopped', '2 cloves garlic, chopped', '14 ounces fresh mushrooms, sliced', '10 ounces clean fresh spinach, roughly chopped', '2 tablespoons balsamic vinegar', '0.5 cup white wine', 'salt and freshly ground black pepper to taste', 'chopped fresh parsley, for garnish']",4 servings,"{'calories': '199 kcal', 'carbohydrateContent': '10 g', 'fiberContent': '3 g', 'proteinContent': '6 g', 'saturatedFatContent': '2 g', 'sodiumContent': '69 mg', 'sugarContent': '4 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",european,side,italian,815.62,18.3,57.16,48.27
Italian-Style Swiss Chard,https://www.allrecipes.com/recipe/109810/italian-style-swiss-chard/,https://www.allrecipes.com/thmb/ghpcLNcQIJceEXGRthLHuA2a3f0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2302569-702a961c8b134c1eb7254d32c8dc34bb.jpg,"['1 bunch Swiss chard', '1 cup water', '1 tablespoon salt', '2 tablespoons olive oil', '4 cloves garlic, coarsely chopped', '0.125 teaspoon crushed red pepper flakes', 'salt to taste']",4 servings,"{'calories': '75 kcal', 'carbohydrateContent': '3 g', 'fiberContent': '1 g', 'proteinContent': '1 g', 'saturatedFatContent': '1 g', 'sodiumContent': '1866 mg', 'sugarContent': '1 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",european,side,italian,292.24,4.08,27.24,11.32
Italian-Style Tuna Salad,https://www.allrecipes.com/recipe/280294/italian-style-tuna-salad/,https://www.allrecipes.com/thmb/dKJNmHHKSr4snD6A-ZsqLwRrrsQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/280294-italian-style-tuna-salad-ddmfs-0136-3x4-1-668291af0a394d70ab5cccfe07084f90.jpg,"['3 tablespoons olive oil', '1 tablespoon red wine vinegar', 'salt and ground black pepper to taste', '2 slices Italian bread, cubed', '3 tomatoes, cut into small pieces', '1 medium cucumber, peeled and thinly sliced', '1 small onion, thinly sliced', '1 (5 ounce) can tuna, drained', '20 black olives', '1 tablespoon capers']",4 servings,"{'calories': '218 kcal', 'carbohydrateContent': '15 g', 'cholesterolContent': '9 mg', 'fiberContent': '3 g', 'proteinContent': '11 g', 'saturatedFatContent': '2 g', 'sodiumContent': '402 mg', 'sugarContent': '5 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",european,salad,italian,868.71,43.45,55.44,54.47
J.P.'s Big Daddy Biscuits,https://www.allrecipes.com/recipe/7040/jps-big-daddy-biscuits/,https://www.allrecipes.com/thmb/KwOyITFpmCsOF4Q17_2W9IKl4vE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7040-JPs-big-daddy-biscuits-ddmfs-1x1-0782-2bf188f949cd4e80b44b481e47c34fc5.jpg,"['2 cups all-purpose flour', '1 tablespoon baking powder', '1 tablespoon white sugar', '1 teaspoon salt', '0.33333334326744 cup shortening', '1 cup milk']",6 servings,"{'calories': '282 kcal', 'carbohydrateContent': '36 g', 'cholesterolContent': '3 mg', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '3 g', 'sodiumContent': '649 mg', 'sugarContent': '4 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",usa,bread,jewish,1696.73,33.88,74.93,218.86
JAG (Portuguese Rice and Beans),https://www.allrecipes.com/recipe/237668/jag-portuguese-rice-and-beans/,https://www.allrecipes.com/thmb/4yJEiTaP3-StofCisZxlo4vLK4c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4069759-2d8da232eb524481a92315e0b4f46acb.jpg,"['0.5 cup butter', '1 large onion, chopped', '1 green bell pepper, chopped', '1 red bell pepper, chopped', '1 pound linguica sausage, cut into cubes', '1 teaspoon ground black pepper', '1 teaspoon dried basil', '0.5 teaspoon dried oregano', '1 (15.5 ounce) can prepared shelled beans', '2.5 cups water', '2 cups uncooked white rice']",8 servings,"{'calories': '562 kcal', 'carbohydrateContent': '45 g', 'cholesterolContent': '80 mg', 'fiberContent': '4 g', 'proteinContent': '19 g', 'saturatedFatContent': '16 g', 'sodiumContent': '973 mg', 'sugarContent': '2 g', 'fatContent': '34 g', 'unsaturatedFatContent': '0 g'}",european,,portugese,4015.89,97.74,223.97,405.22
Jab Chae (Korean Noodles),https://www.allrecipes.com/recipe/245886/jab-chae-korean-noodles/,https://www.allrecipes.com/thmb/rn5Bvv24PWIW7yVxVvS5okTIL5g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4521114-e638c218d7134d06bb3337f1670387e9.jpg,"['3 cups water', '0.5 pound sweet potato vermicelli noodles', '1 tablespoon vegetable oil, divided, or as needed', '3.5 ounces beef tenderloin, cut into strips', '1 clove garlic, crushed', 'salt and ground black pepper to taste', '1 onion, thinly sliced', '1 carrot, cut into matchstick-size pieces', '2 spring onions, cut into 2-inch pieces', '2 tablespoons soy sauce', '2 teaspoons white sugar', '0.5 teaspoon sesame seeds', '0.5 teaspoon sesame oil']",4 servings,"{'calories': '320 kcal', 'carbohydrateContent': '59 g', 'cholesterolContent': '14 mg', 'fiberContent': '2 g', 'proteinContent': '6 g', 'saturatedFatContent': '2 g', 'sodiumContent': '523 mg', 'sugarContent': '6 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",asian,main,korean,1109.2,42.47,42.92,140.51
Jackie's Fresh Peach Cobbler,https://www.allrecipes.com/recipe/238968/jackies-fresh-peach-cobbler/,https://www.allrecipes.com/thmb/tv1lwakLdWCwRXTlveGKO3a1Cdk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6942089-jackies-fresh-peach-cobbler-hotsytotsy-4x3-1-c839ff4030054820bce71d076ece7652.jpg,"['0.5 cup butter, melted', '2 large peaches, peeled and sliced', '1.5 cups white sugar, divided', '1 cup all-purpose flour', '2 teaspoons baking powder', '0.25 teaspoon salt', '1 pinch ground nutmeg', '0.75 cup milk']",12 servings,"{'calories': '217 kcal', 'carbohydrateContent': '35 g', 'cholesterolContent': '22 mg', 'fiberContent': '0 g', 'proteinContent': '2 g', 'saturatedFatContent': '5 g', 'sodiumContent': '192 mg', 'sugarContent': '27 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",usa,dessert,southern,2663.42,23.11,97.84,440.19
Jaeger Schnitzel,https://www.allrecipes.com/recipe/85935/jaeger-schnitzel/,https://www.allrecipes.com/thmb/VaxYob-iDnKyWlPwKa1E0dh_Wv4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1517732-jaeger-schnitzel-naples34102-4x3-1-3d8334b59cf64d1496d623acb5d3765b.jpg,"['2 pounds boneless pork chops, cubed', 'oil for frying', '2 eggs, beaten', 'plain bread crumbs', '3 (1 ounce) packages dry mushroom gravy mix', '1 pound fresh mushrooms, coarsely chopped', '1 (16 ounce) package dry egg noodles']",8 servings,"{'calories': '455 kcal', 'carbohydrateContent': '54 g', 'cholesterolContent': '169 mg', 'fiberContent': '3 g', 'proteinContent': '39 g', 'saturatedFatContent': '3 g', 'sodiumContent': '828 mg', 'sugarContent': '3 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",european,,german,3251.39,290.63,162.67,162.27
Jagerschnitzel,https://www.allrecipes.com/recipe/60708/jagerschnitzel/,https://www.allrecipes.com/thmb/ZXJpckts38efszpPe23GqtsUEZs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/433-e3d990e90d4f4b7c9d042baa3799853e.jpg,"['1 cup bread crumbs', '1 tablespoon all-purpose flour', 'salt and pepper to taste', '2 tablespoons vegetable oil', '4 pork steaks or cutlets, pounded thin', '1 egg, beaten', '1 medium onion, diced', '1 (8 ounce) can sliced mushrooms', '1.5 cups water', '1 cube beef bouillon', '1 tablespoon cornstarch', '0.5 cup sour cream']",4 servings,"{'calories': '556 kcal', 'carbohydrateContent': '30 g', 'cholesterolContent': '157 mg', 'fiberContent': '3 g', 'proteinContent': '33 g', 'saturatedFatContent': '12 g', 'sodiumContent': '683 mg', 'sugarContent': '4 g', 'fatContent': '34 g', 'unsaturatedFatContent': '0 g'}",european,,german,3159.42,234.63,182.25,134.86
Jalapeno Hummus,https://www.allrecipes.com/recipe/46462/jalapeno-hummus/,https://www.allrecipes.com/thmb/aA3_Vpxa-BPmqQNb9CN8rUV6i7w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5215596-3de23a3274bf4b068f1dcfaf2587c6b7.jpg,"['1 cup garbanzo beans', '0.33333334326744 cup canned jalapeno pepper slices, juice reserved', '3 tablespoons tahini', '3 cloves garlic, minced', '2 tablespoons lemon juice', '0.5 teaspoon ground cumin', '0.5 teaspoon curry powder', 'crushed red pepper to taste']",8 servings,"{'calories': '75 kcal', 'carbohydrateContent': '9 g', 'fiberContent': '2 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '191 mg', 'sugarContent': '0 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",usa,appetizer,jewish,705.48,24.29,29.22,94.44
Jalapeno Poppers of Champions,https://www.allrecipes.com/recipe/100056/jalapeno-poppers-of-champions/,https://www.allrecipes.com/thmb/l6E-hsgPLBXglYuosbj8dTp7ubM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/963299-jalapeno-poppers-of-champions-MOTTSBELA-4x3-1-3b6a88d867c04c25bdb8099653c8113e.jpg,"['18 fresh jalapeno peppers, halved lengthwise and seeded', '1 (8 ounce) package cream cheese, softened', '1 (5.25 ounce) package frozen vegetarian bacon strips, thawed', 'toothpicks']",18 servings,"{'calories': '73 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '14 mg', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '3 g', 'sodiumContent': '158 mg', 'sugarContent': '1 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,,state_wa,1414.39,36.95,131.35,38.31
